date,ticker,setups,catalyst,score,entry,stop,target_1r,target_2r,rr,rsi14,vol_x_avg,headline
2026-08-20,BANSALWIRE,S4,NEWS,3,322.75,316.6,328.9,335.05,2.97,50.6,0.37,Copy of Newspaper Publication
2026-08-20,GANDHITUBE,S4,NEWS,3,894.95,870.0,919.9,944.85,2.97,53.3,0.56,Copy of Newspaper Publication
2026-08-20,GRANULES,S2,ERN,3,841.6,827.6,855.6,869.6,2.96,47.3,0.66,Granules India Limited (NSE:GRANULES) Analysts Are Pretty Bullish On The Stock After Recent Results - simplywall.st
2026-08-20,MEDANTA,S2,EXP,3,1408.2,1380.0,1436.4,1464.6,2.94,52.1,0.44,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,BHAGCHEM,S4,EXP,3,283.9,272.25,295.55,307.2,2.83,52.5,0.13,Bhagiradha Chemicals & Industries Limited (NSE:BHAGCHEM) Investors Are Less Pessimistic Than Expected - simplywall.st
2026-08-20,AARVI,S4,NEWS,3,153.96,150.0,157.92,161.88,2.76,52.3,0.56,Resignation of Director/KMP/SMP
2026-08-20,MAHLOG,S4,NEWS,3,406.65,397.3,416.0,425.35,2.7,54.1,0.3,MAHLOG Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,AUROPHARMA,S2,ERN,3,1608.0,1579.9,1636.1,1664.2,2.65,51.7,0.82,Results: Aurobindo Pharma Limited Exceeded Expectations And The Consensus Has Updated Its Estimates - simplywall.st
2026-08-20,KAPSTON,S4,EXP,3,524.8,495.75,553.85,582.9,2.59,57.6,0.32,Investors Appear Satisfied With Kapston Services Limited's (NSE:KAPSTON) Prospects As Shares Rocket 38% - simplywall.st
2026-08-20,CHEVIOT,S4,EXP,3,1176.3,1135.6,1217.0,1257.7,2.55,55.9,0.34,Bagging/Receiving of orders/contracts
2026-08-20,DMCC,S4,NEWS,3,287.3,272.0,302.6,317.9,2.53,54.0,0.16,Copy of Newspaper Publication
2026-08-20,PGEL,S2,ERN,3,602.05,584.5,619.6,637.15,2.39,51.2,0.66,Earnings Update: Here's Why Analysts Just Lifted Their PG Electroplast Limited (NSE:PGEL) Price Target To ₹656 - simplywall.st
2026-08-20,ICICIBANK,S2,NEWS,3,1411.9,1391.5,1432.3,1452.7,2.36,47.7,0.78,Credit Rating
2026-08-20,STARHEALTH,S2,ERN,3,575.5,553.35,597.65,619.8,2.23,44.6,0.5,Star Health and Allied Insurance Company Limited Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next - simplywall.st
2026-08-20,GUFICBIO,S2+S4,NEWS,3,413.7,400.2,427.2,440.7,2.1,55.5,0.74,Copy of Newspaper Publication
2026-08-20,STOVEKRAFT,S4,NEWS,3,775.95,738.0,813.9,851.85,1.95,51.7,0.33,Copy of Newspaper Publication
2026-08-20,LODHA,S2+S4,NEWS,3,1240.0,1185.0,1295.0,1350.0,1.91,58.3,0.4,LODHA Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,SOMANYCERA,S4,NEWS,3,511.1,486.1,536.1,561.1,1.83,51.6,0.77,Is It Smart To Buy Somany Ceramics Limited (NSE:SOMANYCERA) Before It Goes Ex-Dividend? - simplywall.st
2026-08-20,SPORTKING,S4,NEWS,3,212.34,196.26,228.42,244.5,1.81,56.0,0.51,Credit Rating
2026-08-20,CUB,S4,EXP,3,219.35,204.81,233.89,248.43,1.79,53.9,0.3,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,CHOLAFIN,S2+S4,NEWS,3,1888.9,1853.1,1924.7,1960.5,1.78,56.4,0.41,CHOLAFIN Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,IOLCP,S4,EXP,3,163.75,155.0,172.5,181.25,1.72,56.4,0.74,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,AEGISLOG,S4,EXP,3,1336.2,1241.5,1430.9,1525.6,1.71,54.4,0.27,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,JINDALSAW,S2+S4,NEWS,3,269.75,263.0,276.5,283.25,1.67,55.2,0.69,JINDALSAW Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,BAJAJHLDNG,S4,EXP,3,11368.0,11211.0,11525.0,11682.0,1.66,57.5,0.59,Bajaj Holdings & Investment Ltd. Price Action: 3.64% Rise - Univest
2026-08-20,KIRLOSBROS,S4,NEWS,3,1918.2,1873.1,1963.3,2008.4,1.66,51.3,0.47,General Updates
2026-08-20,STAR,S3,NEWS,3,993.0,931.3,1054.7,1116.4,1.64,45.4,10.96,Press Release
2026-08-20,RATEGAIN,S4,NEWS,3,943.75,878.65,1008.85,1073.95,1.63,53.8,0.56,General Updates
2026-08-20,MARICO,S2+S4,NEWS,3,858.35,839.05,877.65,896.95,1.59,52.0,0.56,General Updates
2026-08-20,HOMEFIRST,S4,EXP,3,1187.4,1162.8,1212.0,1236.6,1.58,51.2,0.51,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,RAMCOIND,S4,NEWS,3,354.0,327.25,380.75,407.5,1.55,54.7,0.26,Shareholders meeting
2026-08-20,IRCON,S3,NEWS,3,126.54,121.75,131.33,136.12,1.52,45.7,2.24,IRCON Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,LUMAXIND,S4,EXP,3,5808.0,5555.0,6061.0,6314.0,1.51,58.6,0.91,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,STYLAMIND,S4,NEWS,3,3617.3,3500.0,3734.6,3851.9,1.49,57.2,0.33,STYLAMIND Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,PFOCUS,S4,ERN,3,282.6,263.3,301.9,321.2,1.47,53.1,0.81,Prime Focus (NSE:PFOCUS) Posted Healthy Earnings But There Are Some Other Factors To Be Aware Of - simplywall.st
2026-08-20,KEI,S2,ERN,3,5675.0,5513.73,5836.27,5997.55,1.39,61.0,0.61,Results: KEI Industries Limited Exceeded Expectations And The Consensus Has Updated Its Estimates - simplywall.st
2026-08-20,ROSSARI,S3,ERN,3,511.7,490.8,532.6,553.5,1.35,51.4,3.52,Rossari Biotech's (NSE:ROSSARI) Profits Appear To Have Quality Issues - simplywall.st
2026-08-20,ALKYLAMINE,S4,NEWS,3,1923.8,1867.2,1980.4,2037.0,1.33,55.3,0.43,Copy of Newspaper Publication
2026-08-20,IFBIND,S4,EXP,3,1402.9,1347.2,1458.6,1514.3,1.31,57.6,0.49,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,KRISHIVAL,S3+S4,NEWS,3,393.55,350.6,436.5,479.45,1.31,50.5,2.78,General Updates
2026-08-20,TORNTPHARM,S2+S4,NEWS,3,5005.0,4814.0,5196.0,5387.0,1.28,56.9,0.47,TORNTPHARM Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,MBAPL,S2,NEWS,3,163.41,155.93,170.89,178.37,1.26,62.8,0.27,Copy of Newspaper Publication
2026-08-20,KNAGRI,S4,NEWS,3,212.61,197.53,227.69,242.77,1.22,52.3,1.1,KN Agri Resources Share Price Target 2026: Rs 250 Analyst Forecast - Univest
2026-08-20,POLYMED,S4,NEWS,3,1769.6,1651.2,1888.0,2006.4,1.22,55.2,0.5,General Updates
2026-08-20,SHAILY,S2,NEWS,3,3350.0,3131.8,3568.2,3786.4,1.22,62.5,0.31,Copy of Newspaper Publication
2026-08-20,LTF,S2+S4,NEWS,3,314.75,304.5,325.0,335.25,1.2,51.8,0.6,Allotment of Securities
2026-08-20,WELENT,S2+S4,NEWS,3,584.65,557.1,612.2,639.75,1.2,50.1,0.26,Shareholders meeting
2026-08-20,HONASA,S2+S4,EXP,3,483.8,461.3,506.3,528.8,1.16,59.4,0.41,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,PGIL,S2,ERN,3,2377.6,2231.0,2524.2,2670.8,1.11,62.5,0.19,Pearl Global Industries Limited Just Recorded A 12% Revenue Beat: Here's What Analysts Think - simplywall.st
2026-08-20,VIMTALABS,S4,NEWS,3,640.4,609.05,671.75,703.1,1.1,60.1,0.92,VIMTALABS Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,ASKAUTOLTD,S2,NEWS,3,643.85,603.58,684.12,724.4,1.09,67.1,0.33,ASKAUTOLTD Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,TMB,S2+S4,NEWS,3,869.7,823.6,915.8,961.9,1.03,59.1,0.31,Tamilnad Mercantile Bank Share Price Target 2027 to 2030 - Univest
2026-08-20,ORIENTBELL,S4,NEWS,3,339.2,311.25,367.15,395.1,1.02,54.8,1.02,Copy of Newspaper Publication
2026-08-20,WORTHPERI,S4,NEWS,3,157.85,146.11,169.59,181.33,1.02,61.7,1.69,Copy of Newspaper Publication
2026-08-20,EICHERMOT,S2+S4,NEWS,3,8042.0,7920.0,8164.0,8286.0,1.01,61.1,0.66,General Updates
2026-08-20,EMAMILTD,S3,NEWS,3,407.4,395.25,419.55,431.7,1.0,51.3,2.01,EMAMILTD Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,LAXMIINDIA,S4,ERN,3,132.9,122.59,143.21,153.52,0.98,56.1,1.29,Laxmi India Finance Limited Mar 2026 Earnings: NBFC Posts EPS of ₹3.93 as Stock Declines Marginally - Earnings Call Q&A - Vinanet
2026-08-20,EXICOM,S4,NEWS,3,157.03,140.0,174.06,191.09,0.97,49.8,0.74,Press Release
2026-08-20,SGFIN,S2+S4,NEWS,3,684.65,639.9,729.4,774.15,0.96,55.3,0.59,SGFIN Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,BEPL,S4,EXP,3,123.23,118.45,128.01,132.79,0.95,57.9,0.41,Dividend Investors: Don't Be Too Quick To Buy Bhansali Engineering Polymers Limited (NSE:BEPL) For Its Upcoming Dividend - simplywall.st
2026-08-20,JINDRILL,S4,NEWS,3,628.7,579.75,677.65,726.6,0.92,56.4,0.41,Copy of Newspaper Publication
2026-08-20,AARTIIND,S2+S4,NEWS,3,520.05,496.05,544.05,568.05,0.9,58.6,0.43,Copy of Newspaper Publication
2026-08-20,CARTRADE,S4,EXP,3,2895.2,2690.9,3099.5,3303.8,0.9,60.0,0.95,Institutional investors control 57% of CarTrade Tech Limited (NSE:CARTRADE) and were rewarded last week after stock increased 8.3% - simplywall.st
2026-08-20,GIPCL,S4,,3,170.18,157.55,182.81,195.44,0.89,57.3,0.87,Insufficient Growth At Gujarat Industries Power Company Limited (NSE:GIPCL) Hampers Share Price - simplywall.st
2026-08-20,GLAND,S2,NEWS,3,2820.0,2570.0,3070.0,3320.0,0.88,62.4,0.62,GLAND Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,KAJARIACER,S2+S4,NEWS,3,1220.7,1158.4,1283.0,1345.3,0.87,52.0,0.33,KAJARIACER Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,UNIPARTS,S2,NEWS,3,810.15,777.05,843.25,876.35,0.87,62.0,0.29,Uniparts India Share Price Target 2027 to 2030: Analyst Outlook - Univest
2026-08-20,AETHER,S2,NEWS,3,1634.4,1566.02,1702.78,1771.16,0.84,67.2,0.39,General Updates
2026-08-20,HEG,S2,NEWS,3,711.95,668.0,755.9,799.85,0.84,65.7,0.46,Press Release
2026-08-20,KDDL,S2,NEWS,3,3942.7,3688.8,4196.6,4450.5,0.84,69.8,0.31,KDDL Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,LAURUSLABS,S2,NEWS,3,1825.0,1769.4,1880.6,1936.2,0.82,65.2,0.59,LAURUSLABS Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,PTCIL,S2,EXP,3,19623.0,18250.0,20996.0,22369.0,0.82,61.2,0.41,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,SHRIRAMFIN,S2+S4,,3,1128.2,1096.02,1160.38,1192.57,0.79,60.5,0.61,Should You Be Adding Shriram Finance (NSE:SHRIRAMFIN) To Your Watchlist Today? - simplywall.st
2026-08-20,HAL,S2,NEWS,3,4998.0,4803.4,5192.6,5387.2,0.78,66.4,0.37,Updates
2026-08-20,KPIL,S2,EXP,3,1387.6,1284.1,1491.1,1594.6,0.78,58.9,0.47,"KPIL Order Intake Crosses Rs 11,000 Cr on Rs 3,526 Cr Wins - Equitypandit"
2026-08-20,ALIVUS,S2,NEWS,3,1370.0,1306.81,1433.19,1496.39,0.76,67.3,0.25,Press Release
2026-08-20,NIACL,S4,ERN,3,183.08,174.8,191.36,199.64,0.76,55.9,0.28,NIACL sees profit booking after rallying 45% in 8 sessions as NSE files IPO DRHP - Moneycontrol.com
2026-08-20,UDS,S4,ERN,3,212.75,201.61,223.89,235.03,0.75,59.7,0.78,"Updater Services Limited (NSE:UDS) Just Reported Earnings, And Analysts Cut Their Target Price - simplywall.st"
2026-08-20,VIYASH,S4,ERN,3,265.85,245.3,286.4,306.95,0.75,51.1,0.63,Viyash Scientific's (NSE:VIYASH) Earnings Are Of Questionable Quality - simplywall.st
2026-08-20,AMRUTANJAN,S3,ERN,3,521.65,482.8,560.5,599.35,0.73,52.5,10.44,"Individual investors who hold 31% of Amrutanjan Health Care Limited (NSE:AMRUTANJAN) gained 10%, insiders profited as well - simplywall.st"
2026-08-20,POONAWALLA,S4,NEWS,3,494.05,469.0,519.1,544.15,0.71,59.0,0.68,Issue of Securities
2026-08-20,JSFB,S2+S4,NEWS,3,562.85,519.0,606.7,650.55,0.69,55.7,0.39,JSFB Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,AJANTPHARM,S2,NEWS,3,3658.6,3449.0,3868.2,4077.8,0.66,64.4,0.63,AJANTPHARM Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,STCINDIA,S3,ERN,3,121.44,115.3,127.58,133.72,0.66,56.5,7.14,STCINDIA Q2 2025 Earnings: EPS at ₹5.1 Amid Zero Revenue and Stock Decline - Consensus Miss Rate - Vinanet
2026-08-20,MMFL,S2,NEWS,3,638.95,563.05,714.85,790.75,0.65,60.5,0.73,General Updates
2026-08-20,SANDHAR,S4,NEWS,3,648.0,605.85,690.15,732.3,0.65,54.0,0.63,SANDHAR Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,SJS,S2,NEWS,3,2497.9,2355.2,2640.6,2783.3,0.65,61.1,0.44,SJS Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,ZENTEC,S2,NEWS,3,1909.1,1701.0,2117.2,2325.3,0.65,61.3,0.81,ZENTEC Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,COSMOFIRST,S4,EXP,3,938.45,872.1,1004.8,1071.15,0.64,59.7,0.38,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,HBLENGINE,S3,,3,712.9,661.25,764.55,816.2,0.62,48.8,3.82,Is HBL Engineering Limited's (NSE:HBLENGINE) Stock's Recent Performance Being Led By Its Attractive Financial Prospects? - simplywall.st
2026-08-20,KINGFA,S2,NEWS,3,5857.5,5305.0,6410.0,6962.5,0.62,62.6,0.83,Updates
2026-08-20,SHREEPUSHK,S3+S4,EXP,3,406.65,368.1,445.2,483.75,0.61,53.9,2.21,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,TAINWALCHM,S3,EXP,3,223.76,199.0,248.52,273.28,0.61,64.2,6.96,Why Investors Shouldn't Be Surprised By Tainwala Chemicals and Plastics (India) Limited's (NSE:TAINWALCHM) P/E - simplywall.st
2026-08-20,GHCLTEXTIL,S2,ERN,3,123.77,114.31,133.23,142.69,0.6,60.0,0.33,Investors Shouldn't Be Too Comfortable With GHCL Textiles' (NSE:GHCLTEXTIL) Earnings - simplywall.st
2026-08-20,MINDACORP,S2,EXP,3,743.3,700.7,785.9,828.5,0.6,61.9,0.72,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,VOLTAMP,S4,NEWS,3,10313.5,9854.0,10773.0,11232.5,0.59,61.7,0.89,VOLTAMP Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,ANTHEM,S2,NEWS,3,874.5,823.55,925.45,976.4,0.58,63.8,0.48,ANTHEM Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,CHENNPETRO,S2,NEWS,3,1390.5,1220.3,1560.7,1730.9,0.58,59.4,0.79,CHENNPETRO Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,SONACOMS,S2,ERN,3,821.9,782.57,861.23,900.57,0.56,70.9,0.96,₹760 - That's What Analysts Think Sona BLW Precision Forgings Limited (NSE:SONACOMS) Is Worth After These Results - simplywall.st
2026-08-20,CRAFTSMAN,S2,ERN,3,10690.5,10200.0,11181.0,11671.5,0.55,64.8,0.24,Revenue Beat: Craftsman Automation Limited Beat Analyst Estimates By 12% - simplywall.st
2026-08-20,TITAN,S2,NEWS,3,5068.0,4886.2,5249.8,5431.6,0.55,68.1,0.64,Copy of Newspaper Publication
2026-08-20,GNA,S2,EXP,3,566.15,518.05,614.25,662.35,0.54,61.9,0.79,G N A Axles Limited (NSE:GNA) Shares Fly 28% But Investors Aren't Buying For Growth - simplywall.st
2026-08-20,TVSMOTOR,S2,NEWS,3,4390.0,4232.64,4547.36,4704.72,0.54,67.1,0.41,Suspension of Trading
2026-08-20,ANANDRATHI,S2,ERN,3,2171.1,2061.0,2281.2,2391.3,0.53,64.5,0.6,Anand Rathi Share and Stock Brokers Limited Revenue Breakdown – NSE:ARSSBL - TradingView
2026-08-20,GRAVITA,S2+S4,NEWS,3,1792.8,1706.0,1879.6,1966.4,0.53,55.9,0.69,Committee Meeting Updates
2026-08-20,NITINSPIN,S2,NEWS,3,586.05,525.55,646.55,707.05,0.52,57.9,0.31,Updates
2026-08-20,JGCHEM,S2,NEWS,3,619.9,534.55,705.25,790.6,0.51,68.3,0.19,Updates
2026-08-20,AZAD,S2,ERN,3,2766.6,2328.0,3205.2,3643.8,0.5,65.1,0.52,Diluted earnings per share (diluted EPS) of Azad India Mobility Ltd – NSE:AZADIND - TradingView
2026-08-20,NRBBEARING,S2,NEWS,3,483.2,441.1,525.3,567.4,0.49,64.2,0.38,NRBBEARING Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,CYIENTDLM,S2,EXP,3,730.25,658.95,801.55,872.85,0.48,66.6,0.93,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,RKFORGE,S2,NEWS,3,745.4,688.35,802.45,859.5,0.48,72.1,0.22,Shareholders meeting
2026-08-20,SOLARINDS,S2+S4,ERN,3,19760.0,18391.0,21129.0,22498.0,0.48,60.6,0.67,Solar Industries India Limited Just Beat Revenue By 26%: Here's What Analysts Think Will Happen Next - simplywall.st
2026-08-20,NAZARA,S2,ERN,3,357.5,341.4,373.6,389.69,0.47,73.6,0.76,Some May Be Optimistic About Nazara Technologies' (NSE:NAZARA) Earnings - simplywall.st
2026-08-20,RVTH,S3,ERN,3,753.0,696.0,810.0,867.0,0.47,59.2,6.09,Revathi Equipment India's (NSE:RVTH) Anemic Earnings Might Be Worse Than You Think - simplywall.st
2026-08-20,SANSERA,S2,EXP,3,3900.2,3600.0,4200.4,4500.6,0.47,64.9,0.33,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,VIJAYA,S2,NEWS,3,1498.4,1340.0,1656.8,1815.2,0.47,64.6,0.25,Copy of Newspaper Publication
2026-08-20,HFCL,S2,NEWS,3,223.9,201.0,246.8,269.7,0.46,57.4,0.4,General Updates
2026-08-20,MARKSANS,S2,EXP,3,320.85,267.25,374.45,428.05,0.46,68.2,0.41,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,VARROC,S2,NEWS,3,824.25,713.45,935.05,1045.85,0.46,73.1,0.17,Shareholders meeting
2026-08-20,GNFC,S2,NEWS,3,592.8,532.55,653.05,713.3,0.43,68.5,0.65,Appointment
2026-08-20,ICIL,S2,EXP,3,435.1,371.3,498.9,562.7,0.42,59.5,0.56,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,MARINE,S2,NEWS,3,373.25,321.3,425.2,477.15,0.42,74.8,0.82,Marine Electricals share climbs 8% on securing multiple deals worth ₹175 cr - Business Standard
2026-08-20,SILINV,S3,ERN,3,449.9,419.0,480.8,511.7,0.42,62.1,2.79,SILINV Q4FY26 Earnings: Negative EPS and Revenue Raise Concerns – Stock Slips 0.6% - EPS Consistency Score - Vinanet
2026-08-20,PITTIENG,S2,NEWS,3,1051.65,933.0,1170.3,1288.95,0.41,64.3,0.77,Copy of Newspaper Publication
2026-08-20,SBCL,S2,NEWS,3,1025.35,830.05,1220.65,1415.95,0.41,69.9,0.29,SBCL Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,IIFL,S2,NEWS,3,636.7,603.7,669.7,702.7,0.4,68.2,0.73,Credit Rating
2026-08-20,TASTYBITE,S2,NEWS,3,10104.5,9009.0,11200.0,12295.5,0.4,62.3,0.32,Tasty Bite Eatables Share Price Target 2027 to 2030: Analyst Outlook - Univest
2026-08-20,MEDICAMEQ,S3,NEWS,3,243.75,215.0,272.5,301.25,0.36,53.8,2.84,Updates
2026-08-20,QUESS,S2,NEWS,3,338.25,303.6,372.9,407.55,0.36,65.1,0.19,"Quess Corp Ltd Share Price Target, Forecast for Long Term Equity. - HDFC Sky"
2026-08-20,CUPID,S2,NEWS,3,282.43,235.11,329.75,377.07,0.35,67.2,0.73,General Updates
2026-08-20,SETL,S2,EXP,3,304.95,274.25,335.65,366.35,0.35,64.9,0.66,Here's Why Standard Engineering Technology (NSE:SETL) Has Caught The Eye Of Investors - simplywall.st
2026-08-20,UNIVCABLES,S2,EXP,3,1644.2,1263.3,2025.1,2406.0,0.34,64.6,0.25,Why Investors Shouldn't Be Surprised By Universal Cables Limited's (NSE:UNIVCABLES) 25% Share Price Plunge - simplywall.st
2026-08-20,ENTERO,S2,NEWS,3,1408.4,1230.0,1586.8,1765.2,0.33,65.3,0.31,Shareholders meeting
2026-08-20,ENDURANCE,S2,ERN,3,3001.7,2871.2,3132.2,3262.7,0.32,63.2,0.86,Earnings Update: Endurance Technologies Limited (NSE:ENDURANCE) Just Reported Its First-Quarter Results And Analysts Are Updating Their Forecasts - simplywall.st
2026-08-20,SENORES,S2,EXP,3,1513.3,1310.0,1716.6,1919.9,0.32,62.7,0.51,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,ZAGGLE,S3,EXP,3,197.56,154.36,240.76,283.96,0.32,49.3,4.93,"Vijay Kedia's Kedia Securities acquires stake in AI-led SaaS fintech Zaggle Prepaid, stock surges more than 17% on NSE - livemint.com"
2026-08-20,ACE,S2,NEWS,3,1164.4,1062.3,1266.5,1368.6,0.31,63.5,0.4,General Updates
2026-08-20,KAKATCEM,S3,ERN,3,118.82,102.35,135.29,151.76,0.31,55.2,4.1,"KAKATCEM Q2 2026 Earnings: Revenue Decline Deepens Losses, Stock Edges Up - Dividend Increase Stocks - Vinanet"
2026-08-20,MPSLTD,S2,EXP,3,2917.4,2717.52,3117.28,3317.16,0.31,67.5,0.29,Why Investors Shouldn't Be Surprised By MPS Limited's (NSE:MPSLTD) 27% Share Price Plunge - simplywall.st
2026-08-20,TDPOWERSYS,S2,NEWS,3,1507.5,1215.0,1800.0,2092.5,0.31,67.9,0.58,Copy of Newspaper Publication
2026-08-20,HARSHA,S2,NEWS,3,438.05,395.45,480.65,523.25,0.3,60.8,0.94,Change in Management
2026-08-20,HNDFDS,S2,EXP,3,653.25,570.5,736.0,818.75,0.3,77.3,0.84,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,DIVISLAB,S2,NEWS,3,8570.0,8210.29,8929.71,9289.42,0.29,72.8,0.37,DIVISLAB Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,FINCABLES,S2,EXP,3,1291.2,1010.45,1571.95,1852.7,0.29,69.2,0.26,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,OFSS,S2+S4,NEWS,3,11826.0,11318.0,12334.0,12842.0,0.28,58.4,0.76,Updates
2026-08-20,PARAS,S2,EXP,3,1502.0,1235.3,1768.7,2035.4,0.28,72.3,0.87,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,UNIMECH,S2,ERN,3,1508.3,1333.0,1683.6,1858.9,0.27,70.6,0.64,"Unimech Aerospace surges 9% on healthy Q1 results, hits 13-month high - Business Standard"
2026-08-20,MOTHERSON,S2,NEWS,3,169.58,155.17,183.99,198.4,0.26,71.8,0.51,General Updates
2026-08-20,TBOTEK,S2,ERN,3,1702.6,1589.0,1816.2,1929.8,0.26,64.9,0.44,TBO Tek's (NSE:TBOTEK) Profits Appear To Have Quality Issues - simplywall.st
2026-08-20,TIIL,S2,EXP,3,3200.2,2575.0,3825.4,4450.6,0.26,72.3,0.57,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,KRN,S2,EXP,3,1518.3,1198.0,1838.6,2158.9,0.25,74.5,0.68,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,PRICOLLTD,S2,NEWS,3,803.65,726.8,880.5,957.35,0.25,73.7,0.47,PRICOLLTD Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,OMAXE,S2,NEWS,3,103.16,80.8,125.52,147.88,0.24,68.0,0.56,Product launch
2026-08-20,MANORAMA,S2,EXP,3,1958.7,1590.4,2327.0,2695.3,0.23,73.4,0.45,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,DIVGIITTS,S2,EXP,3,1263.45,1010.1,1516.8,1770.15,0.22,75.0,0.25,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,NAUKRI,S2,EXP,3,1360.9,1222.6,1499.2,1637.5,0.22,68.9,0.59,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,TRIVENI,S3,ERN,3,300.05,228.07,372.03,444.01,0.21,51.5,4.21,"Triveni Turbine shares tumble 8% after Q1 profit drops 20%, margins shrink - Business Standard"
2026-08-20,BAJAJ-AUTO,S2,ERN,3,11793.0,11445.62,12140.38,12487.77,0.2,67.5,0.49,Bajaj Auto's (NSE:BAJAJ-AUTO) Earnings Are Of Questionable Quality - simplywall.st
2026-08-20,IPCALAB,S2,NEWS,3,1900.1,1674.4,2125.8,2351.5,0.2,63.3,0.35,IPCALAB Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,KRISHANA,S2,NEWS,3,196.52,177.56,215.48,234.44,0.2,78.2,0.61,Krishana Phoschem Share Price Target 2026: Rs 810 Analyst Forecast - Univest
2026-08-20,RBA,S2,NEWS,3,105.21,89.5,120.92,136.63,0.2,74.3,0.27,Shareholders meeting
2026-08-20,LMW,S2,,3,19570.0,16550.0,22590.0,25610.0,0.19,74.3,0.38,LMW Stock Price and Chart — NSE:LMW - TradingView
2026-08-20,LUMAXTECH,S2,EXP,3,2043.7,1690.5,2396.9,2750.1,0.19,73.2,0.3,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,RADICO,S2,NEWS,3,4696.0,4410.8,4981.2,5266.4,0.18,77.6,0.87,Press Release
2026-08-20,RAMRAT,S2,ERN,3,486.5,446.0,527.0,567.5,0.18,66.0,0.47,We Think That There Are Issues Underlying Ram Ratna Wires' (NSE:RAMRAT) Earnings - simplywall.st
2026-08-20,UFLEX,S2,NEWS,3,611.05,480.1,742.0,872.95,0.18,81.8,0.43,General Updates
2026-08-20,DOLPHIN,S2,NEWS,3,621.6,406.1,837.1,1052.6,0.16,89.1,1.0,Price movement
2026-08-20,INDSWFTLAB,S2,EXP,3,333.51,225.0,442.02,550.53,0.16,73.7,0.44,Analysts/Institutional Investor Meet/Con. Call Updates
2026-08-20,NEULANDLAB,S2,NEWS,3,23568.0,21601.0,25535.0,27502.0,0.16,71.3,0.45,NEULANDLAB Forecast — Price Target — Prediction for 2027 - TradingView
2026-08-20,SHILPAMED,S2,NEWS,3,820.95,731.45,910.45,999.95,0.15,76.3,0.41,General Updates
